时间戳[G]	当前价[0]	成交总额[2]	成交总量[1]	原始成交总量[v]	持仓量[3]	昨结算[4]	成交笔数[5]	开盘价[8]	最高价[9]	最低价[a]	今结算[b]	前收盘[c]	证券状态[h]	市盈率2[7]	多档委买价[d]	多档委买量[e]	多档委卖价[f]	多档委卖量[g]
2019-12-2414:20:15	16.46	645673893.48	394218	0	13	0.00	25471	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	1651,954,615,185,424	16.460000,16.480000,16.490000,16.500000,16.510000	2,3480,4752,13852,810
2019-12-2414:20:12	16.47	645422635.95	394067	0	13	0.00	25449	16.23	16.50	16.23	0.00	16.24	0	0.00	16.470000,16.460000,16.450000,16.440000,16.430000	10,66,1651,954,615	16.480000,16.490000,16.500000,16.510000,16.520000	3511,4747,13852,773,1311
2019-12-2414:20:09	16.48	645409533.15	394059	0	13	0.00	25447	16.23	16.50	16.23	0.00	16.24	0	0.00	16.470000,16.460000,16.450000,16.440000,16.430000	18,63,1656,960,615	16.480000,16.490000,16.500000,16.510000,16.520000	3507,4746,13843,773,1311
2019-12-2414:20:06	16.46	645345657.00	394020	0	13	0.00	25436	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	63,1656,960,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	3,3533,4696,13843,773
2019-12-2414:20:03	16.47	644984667.68	393802	0	13	0.00	25427	16.23	16.50	16.23	0.00	16.24	0	0.00	16.470000,16.460000,16.450000,16.440000,16.430000	126,155,1651,960,615	16.480000,16.490000,16.500000,16.510000,16.520000	3496,4686,13650,773,1311
2019-12-2414:20:00	16.47	644923091.70	393762	0	13	0.00	25414	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	124,1651,960,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	25,3536,4692,13651,773
2019-12-2414:19:57	16.47	644099577.12	393264	0	13	0.00	25377	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	115,1651,960,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	525,3536,4676,13657,773
2019-12-2414:19:54	16.47	643858816.11	393117	0	13	0.00	25365	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	146,1651,960,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1121,3533,4676,13654,773
2019-12-2414:19:51	16.47	643498493.51	392897	0	13	0.00	25359	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	156,1651,960,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1331,3533,4686,13644,773
2019-12-2414:19:48	16.47	643360263.30	392815	0	13	0.00	25355	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	152,1651,960,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1413,3531,4676,13661,773
2019-12-2414:19:45	16.46	643232513.34	392737	0	13	0.00	25353	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	146,1651,960,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1491,3535,4676,13649,773
2019-12-2414:19:42	16.47	643076920.44	392642	0	13	0.00	25342	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	149,1651,959,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1082,3481,4676,13649,773
2019-12-2414:19:39	16.47	642999942.90	392595	0	13	0.00	25335	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	148,1651,959,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1127,3325,4676,13649,773
2019-12-2414:19:36	16.46	642841074.36	392498	0	13	0.00	25328	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	151,1651,959,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1214,3325,4676,13649,773
2019-12-2414:19:33	16.47	642629147.51	392371	0	13	0.00	25316	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	243,1651,959,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1248,3310,4662,13649,773
2019-12-2414:19:30	16.46	642593115.69	392349	0	13	0.00	25315	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	223,1651,959,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1256,3259,4667,13649,673
2019-12-2414:19:27	16.46	642593115.69	392349	0	13	0.00	25315	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	100,1651,959,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1256,3259,4667,13649,673
2019-12-2414:19:24	16.46	642593115.69	392349	0	13	0.00	25315	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	100,1651,959,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1251,3259,4667,13646,673
2019-12-2414:19:21	16.47	642498122.71	392291	0	13	0.00	25311	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	108,1651,959,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1251,3259,4674,13646,673
2019-12-2414:19:18	16.47	642463728.70	392270	0	13	0.00	25307	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	117,1651,959,615,188	16.470000,16.480000,16.490000,16.500000,16.510000	1261,3274,4664,13646,673
2019-12-2414:19:15	16.46	642429334.69	392249	0	13	0.00	25305	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	114,1651,959,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1267,3269,4664,13617,673
2019-12-2414:19:12	16.47	642414594.40	392240	0	13	0.00	25304	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	118,1646,959,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1165,3276,4570,13604,673
2019-12-2414:19:09	16.47	642295034.27	392167	0	13	0.00	25303	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	70,638,954,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1233,3280,4470,13587,673
2019-12-2414:19:06	16.46	642255726.83	392143	0	13	0.00	25300	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	79,638,954,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1246,3287,4356,13598,673
2019-12-2414:19:03	16.47	642111599.55	392055	0	13	0.00	25298	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	167,638,954,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1223,3295,4368,13598,673
2019-12-2414:19:00	16.47	641845631.00	391895	0	13	0.00	25295	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	166,638,954,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1368,3295,4368,13597,673
2019-12-2414:18:57	16.46	641570480.60	391727	0	13	0.00	25290	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	196,638,954,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1502,3308,4368,13597,673
2019-12-2414:18:54	16.47	641532811.20	391704	0	13	0.00	25286	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	209,638,954,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1556,3296,4421,13597,673
2019-12-2414:18:51	16.46	641495141.80	391681	0	13	0.00	25283	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	226,638,954,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1550,3296,4430,13582,673
2019-12-2414:18:48	16.46	641495141.80	391681	0	13	0.00	25283	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	224,638,954,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1550,3298,4475,13590,673
2019-12-2414:18:45	16.46	641450921.20	391654	0	13	0.00	25281	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	248,638,954,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1551,3295,4375,13598,673
2019-12-2414:18:42	16.47	641270763.20	391544	0	13	0.00	25268	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	322,638,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1492,3302,4375,13598,649
2019-12-2414:18:39	16.47	641206249.53	391507	0	13	0.00	25265	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	26,638,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1579,3302,4375,13598,654
2019-12-2414:18:36	16.46	641032643.79	391401	0	13	0.00	25252	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	20,638,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1582,3352,4363,13653,649
2019-12-2414:18:33	16.46	640842660.15	391285	0	13	0.00	25246	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	109,938,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1603,3352,4363,13653,649
2019-12-2414:18:30	16.46	640824644.46	391274	0	13	0.00	25244	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	110,938,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1577,3332,4358,13653,649
2019-12-2414:18:27	16.47	640764046.23	391237	0	13	0.00	25240	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	45,940,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1572,3347,4358,13663,649
2019-12-2414:18:24	16.47	640596991.65	391135	0	13	0.00	25232	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	44,940,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1667,3371,4358,13655,649
2019-12-2414:18:21	16.47	640303193.24	390958	0	13	0.00	25219	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	65,942,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1822,3390,4344,13695,649
2019-12-2414:18:18	16.47	639885559.34	390703	0	13	0.00	25197	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	941,924,615,198,424	16.470000,16.480000,16.490000,16.500000,16.510000	2064,3390,4264,13695,649
2019-12-2414:18:15	16.47	639583578.17	390521	0	13	0.00	25188	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	6,934,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1641,3390,4214,13695,649
2019-12-2414:18:12	16.47	639560649.39	390507	0	13	0.00	25184	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	15,934,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1638,3414,4199,13693,649
2019-12-2414:18:09	16.47	639319897.20	390360	0	13	0.00	25178	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	15,934,924,615,198	16.470000,16.480000,16.490000,16.500000,16.510000	1785,3413,4169,13689,649
2019-12-2414:18:06	16.45	639197064.45	390285	0	13	0.00	25172	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	915,909,600,183,409	16.470000,16.480000,16.490000,16.500000,16.510000	1857,3412,4169,13686,649
2019-12-2414:18:03	16.47	638909829.12	390112	0	13	0.00	25163	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	1,959,909,600,183	16.470000,16.480000,16.490000,16.500000,16.510000	1832,3364,4169,13681,649
2019-12-2414:18:00	16.46	638593741.44	389919	0	13	0.00	25147	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	66,967,909,605,183	16.470000,16.480000,16.490000,16.500000,16.510000	2058,3364,4169,13691,649
2019-12-2414:17:57	16.46	638593741.44	389919	0	13	0.00	25147	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	65,995,909,667,183	16.470000,16.480000,16.490000,16.500000,16.510000	2035,3369,4169,13673,649
2019-12-2414:17:54	16.46	638398848.00	389800	0	13	0.00	25136	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	85,995,909,667,183	16.470000,16.480000,16.490000,16.500000,16.510000	2035,3361,4169,13673,649
2019-12-2414:17:51	16.47	638316338.00	389752	0	13	0.00	25132	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	105,995,909,667,183	16.470000,16.480000,16.490000,16.500000,16.510000	2094,3361,4149,13673,649
2019-12-2414:17:48	16.46	638222986.25	389695	0	13	0.00	25125	16.23	16.50	16.23	0.00	16.24	0	0.00	16.460000,16.450000,16.440000,16.430000,16.420000	62,697,909,667,183	16.470000,16.480000,16.490000,16.500000,16.510000	2153,3361,4149,13652,649
2019-12-2414:17:45	16.46	635970894.44	388327	0	13	0.00	25082	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	697,909,667,183,409	16.460000,16.470000,16.480000,16.490000,16.500000	1357,2154,3461,4149,13652
2019-12-2414:17:42	16.45	635689206.60	388155	0	13	0.00	25061	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	664,909,667,183,409	16.460000,16.470000,16.480000,16.490000,16.500000	1540,2145,3495,4149,13677
2019-12-2414:17:39	16.45	635563102.16	388078	0	13	0.00	25056	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	699,909,667,183,409	16.460000,16.470000,16.480000,16.490000,16.500000	1580,2145,3493,4159,13677
2019-12-2414:17:36	16.45	635389503.84	387972	0	13	0.00	25047	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	701,909,647,183,409	16.460000,16.470000,16.480000,16.490000,16.500000	1688,2159,3534,4169,13677
2019-12-2414:17:33	16.45	635149793.88	387828	0	13	0.00	25039	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	765,909,647,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1747,2134,3534,4169,13677
2019-12-2414:17:30	16.46	634999124.56	387736	0	13	0.00	25030	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	789,909,647,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1810,1933,3525,4169,13677
2019-12-2414:17:27	16.46	634917239.06	387686	0	13	0.00	25026	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	786,909,647,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1860,1928,3442,4169,13667
2019-12-2414:17:24	16.45	634728902.41	387571	0	13	0.00	25017	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	786,909,647,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1927,1937,3442,4169,13667
2019-12-2414:17:21	16.46	634647016.91	387521	0	13	0.00	25015	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	806,909,642,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	932,1937,3408,4169,13658
2019-12-2414:17:18	16.46	634617538.13	387503	0	13	0.00	25012	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	813,909,542,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	973,1941,3408,4157,13658
2019-12-2414:17:15	16.46	634609349.58	387498	0	13	0.00	25010	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	815,909,543,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	960,1938,3398,4157,13657
2019-12-2414:17:12	16.46	634441704.60	387398	0	13	0.00	25005	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	815,909,543,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1027,2032,3398,4157,13657
2019-12-2414:17:09	16.45	634361457.30	387349	0	13	0.00	25002	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	815,909,543,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1070,2032,3398,4155,13657
2019-12-2414:17:06	16.45	634164933.30	387229	0	13	0.00	25000	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	932,909,543,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1019,1980,3398,4155,13657
2019-12-2414:17:03	16.45	633953670.00	387100	0	13	0.00	24988	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	1010,909,543,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1019,1929,3398,4155,13647
2019-12-2414:17:00	16.46	633920916.00	387080	0	13	0.00	24987	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	94,909,543,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1012,1922,3398,4155,13647
2019-12-2414:16:57	16.45	633801363.90	387007	0	13	0.00	24980	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	91,909,543,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1051,1835,3398,4155,13647
2019-12-2414:16:54	16.45	633791537.70	387001	0	13	0.00	24979	16.23	16.50	16.23	0.00	16.24	0	0.00	16.450000,16.440000,16.430000,16.420000,16.410000	95,905,543,232,409	16.460000,16.470000,16.480000,16.490000,16.500000	1051,1835,3394,4155,13647
2019-12-2414:16:51	16.45	633627174.07	386903	0	13	0.00	24973	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	899,543,232,409,374	16.450000,16.460000,16.470000,16.480000,16.490000	60,1051,1335,3394,4155
2019-12-2414:16:48	16.45	633239041.54	386666	0	13	0.00	24924	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	899,542,232,409,374	16.450000,16.460000,16.470000,16.480000,16.490000	216,1051,1335,3394,4155
2019-12-2414:16:45	16.43	633191548.53	386637	0	13	0.00	24922	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	900,540,232,409,374	16.450000,16.460000,16.470000,16.480000,16.490000	245,1051,1335,3394,4155
2019-12-2414:16:42	16.44	632950808.10	386490	0	13	0.00	24920	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	72,615,232,407,374	16.450000,16.460000,16.470000,16.480000,16.490000	188,1051,1335,3394,4155
2019-12-2414:16:39	16.43	632902725.84	386463	0	13	0.00	24916	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	3,615,232,407,374	16.450000,16.460000,16.470000,16.480000,16.490000	188,1051,1335,3394,4155
2019-12-2414:16:36	16.44	632770073.76	386382	0	13	0.00	24912	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	73,621,229,407,374	16.450000,16.460000,16.470000,16.480000,16.490000	175,1051,1335,3394,4155
2019-12-2414:16:33	16.44	631226800.14	385442	0	13	0.00	24898	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	91,621,229,407,374	16.450000,16.460000,16.470000,16.480000,16.490000	1067,1051,1335,3394,4155
2019-12-2414:16:30	16.44	631132874.42	385387	0	13	0.00	24896	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	146,620,229,407,374	16.450000,16.460000,16.470000,16.480000,16.490000	1096,1051,1335,3394,4155
2019-12-2414:16:27	16.44	630746386.66	385151	0	13	0.00	24889	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	612,229,407,374,404	16.440000,16.450000,16.460000,16.470000,16.480000	134,1096,1051,1335,3394
2019-12-2414:16:24	16.43	630684155.58	385113	0	13	0.00	24888	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	550,179,407,374,404	16.440000,16.450000,16.460000,16.470000,16.480000	172,1095,1051,1335,3394
2019-12-2414:16:21	16.43	629301403.15	384271	0	13	0.00	24881	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	567,179,407,374,404	16.440000,16.450000,16.460000,16.470000,16.480000	977,1075,1051,1335,3394
2019-12-2414:16:18	16.43	628952018.40	384060	0	13	0.00	24878	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	778,179,407,374,404	16.440000,16.450000,16.460000,16.470000,16.480000	975,1084,1051,1335,3394
2019-12-2414:16:15	16.43	628952018.40	384060	0	13	0.00	24878	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	770,179,407,364,404	16.440000,16.450000,16.460000,16.470000,16.480000	475,1084,1071,1463,3393
2019-12-2414:16:12	16.43	628776790.92	383953	0	13	0.00	24873	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	777,179,405,364,404	16.440000,16.450000,16.460000,16.470000,16.480000	566,1079,1059,1474,3393
2019-12-2414:16:09	16.42	628572085.92	383828	0	13	0.00	24869	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	2,179,405,364,404	16.440000,16.450000,16.460000,16.470000,16.480000	566,1079,1059,1474,3393
2019-12-2414:16:06	16.42	628531144.92	383803	0	13	0.00	24868	16.23	16.50	16.23	0.00	16.24	0	0.00	16.420000,16.410000,16.400000,16.390000,16.380000	204,405,364,404,1168	16.440000,16.450000,16.460000,16.470000,16.480000	561,639,1059,1474,3393
2019-12-2414:16:03	16.43	628198704.00	383600	0	13	0.00	24859	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	195,212,405,364,404	16.440000,16.450000,16.460000,16.470000,16.480000	561,639,1059,1474,3393
2019-12-2414:16:00	16.43	628165951.20	383580	0	13	0.00	24855	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	215,212,405,364,404	16.440000,16.450000,16.460000,16.470000,16.480000	561,639,1052,1474,3393
2019-12-2414:15:57	16.44	628082431.56	383529	0	13	0.00	24848	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	251,212,405,364,404	16.440000,16.450000,16.460000,16.470000,16.480000	576,639,1052,1470,3389
2019-12-2414:15:54	16.44	628082431.56	383529	0	13	0.00	24848	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	250,212,408,352,404	16.440000,16.450000,16.460000,16.470000,16.480000	75,639,1052,1470,3389
2019-12-2414:15:51	16.44	628028389.44	383496	0	13	0.00	24845	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	250,212,408,352,404	16.440000,16.450000,16.460000,16.470000,16.480000	78,670,1052,1470,3389
2019-12-2414:15:48	16.44	627971072.04	383461	0	13	0.00	24844	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	250,212,408,352,404	16.440000,16.450000,16.460000,16.470000,16.480000	113,670,1044,1470,3389
2019-12-2414:15:45	16.45	627930131.04	383436	0	13	0.00	24841	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	272,212,408,350,404	16.440000,16.450000,16.460000,16.470000,16.480000	66,670,1036,1470,3389
2019-12-2414:15:42	16.45	627930131.04	383436	0	13	0.00	24841	16.23	16.50	16.23	0.00	16.24	0	0.00	16.430000,16.420000,16.410000,16.400000,16.390000	271,212,358,350,404	16.450000,16.460000,16.470000,16.480000,16.490000	641,989,1470,3399,4141
2019-12-2414:15:39	16.45	627050164.63	382901	0	13	0.00	24812	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	239,271,212,358,350	16.450000,16.460000,16.470000,16.480000,16.490000	937,993,1463,3399,4141
2019-12-2414:15:36	16.44	626921876.50	382825	0	13	0.00	24801	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	262,271,212,358,350	16.450000,16.460000,16.470000,16.480000,16.490000	989,990,1463,3399,4141
2019-12-2414:15:33	16.45	626792504.52	382746	0	13	0.00	24800	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	341,271,212,358,350	16.450000,16.460000,16.470000,16.480000,16.490000	989,990,1457,3399,4141
2019-12-2414:15:30	16.44	626692609.70	382685	0	13	0.00	24797	16.23	16.50	16.23	0.00	16.24	0	0.00	16.440000,16.430000,16.420000,16.410000,16.400000	382,271,212,358,350	16.450000,16.460000,16.470000,16.480000,16.490000	1009,990,1457,3399,4141
