时间戳[G]	当前价[0]	成交总额[2]	成交总量[1]	原始成交总量[v]	持仓量[3]	昨结算[4]	成交笔数[5]	开盘价[8]	最高价[9]	最低价[a]	今结算[b]	前收盘[c]	证券状态[h]	市盈率2[7]	多档委买价[d]	多档委买量[e]	多档委卖价[f]	多档委卖量[g]
2019-12-2410:03:45	16.28	170317469.70	104454	0	13	0.00	6262	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	45,907,2519,1066,909	16.280000,16.290000,16.300000,16.310000,16.320000	148,812,619,351,278
2019-12-2410:03:42	16.28	170198439.55	104381	0	13	0.00	6261	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	35,907,2519,1066,909	16.280000,16.290000,16.300000,16.310000,16.320000	211,812,629,351,278
2019-12-2410:03:39	16.28	170022340.15	104273	0	13	0.00	6254	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	25,902,2519,1066,906	16.280000,16.290000,16.300000,16.310000,16.320000	309,912,629,351,278
2019-12-2410:03:36	16.27	169975054.20	104244	0	13	0.00	6249	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	19,902,2519,1066,906	16.280000,16.290000,16.300000,16.310000,16.320000	337,912,607,351,278
2019-12-2410:03:33	16.28	169948965.40	104228	0	13	0.00	6247	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	34,902,2519,1066,906	16.280000,16.290000,16.300000,16.310000,16.320000	253,912,607,351,278
2019-12-2410:03:30	16.28	169948965.40	104228	0	13	0.00	6247	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	27,897,2519,1076,906	16.280000,16.290000,16.300000,16.310000,16.320000	50,862,607,351,278
2019-12-2410:03:27	16.28	169948965.40	104228	0	13	0.00	6247	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	26,903,2519,1076,906	16.280000,16.290000,16.300000,16.310000,16.320000	40,862,607,351,278
2019-12-2410:03:24	16.26	169942443.20	104224	0	13	0.00	6246	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	853,2519,1076,906,296	16.290000,16.300000,16.310000,16.320000,16.330000	862,607,351,278,799
2019-12-2410:03:21	16.28	169210771.18	103774	0	13	0.00	6203	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	7,74,1225,2519,1076	16.290000,16.300000,16.310000,16.320000,16.330000	834,607,351,283,799
2019-12-2410:03:18	16.28	169200987.76	103768	0	13	0.00	6201	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	69,1225,2519,1076,906	16.280000,16.290000,16.300000,16.310000,16.320000	26,834,607,351,283
2019-12-2410:03:15	16.28	169192834.91	103763	0	13	0.00	6199	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	3,64,1225,2519,1076	16.290000,16.300000,16.310000,16.320000,16.330000	834,607,351,283,799
2019-12-2410:03:12	16.27	169116198.12	103716	0	13	0.00	6194	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	62,1225,2519,1076,901	16.280000,16.290000,16.300000,16.310000,16.320000	13,834,607,351,283
2019-12-2410:03:09	16.28	169109675.84	103712	0	13	0.00	6192	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	54,1225,2519,1076,901	16.280000,16.290000,16.300000,16.310000,16.320000	14,834,607,351,283
2019-12-2410:03:06	16.28	169034669.62	103666	0	13	0.00	6179	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	53,1225,2522,1076,901	16.280000,16.290000,16.300000,16.310000,16.320000	60,834,607,351,283
2019-12-2410:03:03	16.28	169019994.49	103657	0	13	0.00	6176	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	32,1225,2522,1076,910	16.280000,16.290000,16.300000,16.310000,16.320000	64,834,607,351,283
2019-12-2410:03:00	16.28	169011841.64	103652	0	13	0.00	6174	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	2,1261,2522,1076,910	16.280000,16.290000,16.300000,16.310000,16.320000	39,834,607,351,283
2019-12-2410:02:57	16.28	168908521.04	103588	0	13	0.00	6161	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	52,1251,2522,1076,910	16.280000,16.290000,16.300000,16.310000,16.320000	51,831,607,351,283
2019-12-2410:02:54	16.28	168908521.04	103588	0	13	0.00	6161	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	46,1251,2520,1076,910	16.280000,16.290000,16.300000,16.310000,16.320000	50,831,607,351,283
2019-12-2410:02:51	16.28	168908521.04	103588	0	13	0.00	6161	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	45,1151,2520,1081,910	16.280000,16.290000,16.300000,16.310000,16.320000	44,831,607,351,283
2019-12-2410:02:48	16.28	168875909.44	103568	0	13	0.00	6158	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	58,1151,2520,1081,897	16.280000,16.290000,16.300000,16.310000,16.320000	41,831,607,351,283
2019-12-2410:02:45	16.28	168856342.48	103556	0	13	0.00	6152	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	58,1151,2520,1081,897	16.280000,16.290000,16.300000,16.310000,16.320000	49,831,607,351,283
2019-12-2410:02:42	16.28	168693284.48	103456	0	13	0.00	6146	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	58,1151,2520,1081,897	16.280000,16.290000,16.300000,16.310000,16.320000	149,831,607,351,283
2019-12-2410:02:39	16.28	168691653.90	103455	0	13	0.00	6145	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	58,1151,2520,1081,897	16.280000,16.290000,16.300000,16.310000,16.320000	133,831,607,351,283
2019-12-2410:02:36	16.26	168678609.26	103447	0	13	0.00	6143	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	2,1151,2520,1081,897	16.280000,16.290000,16.300000,16.310000,16.320000	141,831,607,351,283
2019-12-2410:02:33	16.27	168636214.18	103421	0	13	0.00	6140	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	13,1165,2520,1081,897	16.280000,16.290000,16.300000,16.310000,16.320000	86,831,607,351,283
2019-12-2410:02:30	16.28	168543271.12	103364	0	13	0.00	6131	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	1145,2520,1081,897,296	16.280000,16.290000,16.300000,16.310000,16.320000	135,831,607,347,283
2019-12-2410:02:27	16.27	167501754.40	102724	0	13	0.00	6099	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	4,1154,2526,1081,897	16.280000,16.290000,16.300000,16.310000,16.320000	726,831,607,347,283
2019-12-2410:02:21	16.27	167355000.40	102634	0	13	0.00	6090	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	1008,2526,1081,907,296	16.270000,16.280000,16.290000,16.300000,16.310000	28,726,831,605,347
2019-12-2410:02:18	16.27	167301190.60	102601	0	13	0.00	6087	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	1007,2526,1081,907,296	16.270000,16.280000,16.290000,16.300000,16.310000	47,726,831,605,347
2019-12-2410:02:15	16.28	167122849.51	102491	0	13	0.00	6080	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	5,1007,2526,1081,907	16.280000,16.290000,16.300000,16.310000,16.320000	712,831,603,347,283
2019-12-2410:02:12	16.27	167109804.63	102483	0	13	0.00	6079	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	5,977,2526,1081,907	16.280000,16.290000,16.300000,16.310000,16.320000	720,831,603,347,283
2019-12-2410:02:09	16.27	167093498.53	102473	0	13	0.00	6074	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	4,1427,2526,1081,907	16.280000,16.290000,16.300000,16.310000,16.320000	692,831,603,347,283
2019-12-2410:02:06	16.28	167083714.87	102467	0	13	0.00	6072	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	8,1427,2526,1081,907	16.280000,16.290000,16.300000,16.310000,16.320000	669,831,593,347,333
2019-12-2410:02:03	16.27	167042949.62	102442	0	13	0.00	6071	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	6,1427,2526,1081,907	16.280000,16.290000,16.300000,16.310000,16.320000	694,841,593,347,333
2019-12-2410:02:00	16.27	166902717.16	102356	0	13	0.00	6047	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	79,1445,2513,1081,907	16.280000,16.290000,16.300000,16.310000,16.320000	641,841,593,347,333
2019-12-2410:01:57	16.27	166894564.11	102351	0	13	0.00	6043	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	76,1445,2513,1075,907	16.280000,16.290000,16.300000,16.310000,16.320000	637,841,593,347,333
2019-12-2410:01:54	16.28	166790205.07	102287	0	13	0.00	6035	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	91,1445,2513,1075,897	16.280000,16.290000,16.300000,16.310000,16.320000	555,841,593,347,333
2019-12-2410:01:51	16.27	166788574.46	102286	0	13	0.00	6034	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	71,1445,2513,1075,897	16.280000,16.290000,16.300000,16.310000,16.320000	356,841,593,347,333
2019-12-2410:01:48	16.28	166775529.58	102278	0	13	0.00	6030	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	73,1445,2511,1075,897	16.280000,16.290000,16.300000,16.310000,16.320000	339,841,593,347,333
2019-12-2410:01:45	16.28	166772268.36	102276	0	13	0.00	6028	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	73,1445,2511,1075,897	16.280000,16.290000,16.300000,16.310000,16.320000	339,841,593,347,333
2019-12-2410:01:42	16.28	166772268.36	102276	0	13	0.00	6028	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	72,1431,2511,1075,897	16.280000,16.290000,16.300000,16.310000,16.320000	237,841,593,347,333
2019-12-2410:01:39	16.28	166769007.14	102274	0	13	0.00	6027	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	69,1413,2511,1075,897	16.280000,16.290000,16.300000,16.310000,16.320000	234,841,593,347,333
2019-12-2410:01:36	16.27	166759223.48	102268	0	13	0.00	6024	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	59,1413,2511,1066,897	16.280000,16.290000,16.300000,16.310000,16.320000	237,841,593,347,333
2019-12-2410:01:33	16.28	166636319.04	102192	0	13	0.00	6019	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	39,1402,2511,1066,897	16.280000,16.290000,16.300000,16.310000,16.320000	284,841,593,347,333
2019-12-2410:01:30	16.28	166636319.04	102192	0	13	0.00	6019	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	37,1403,2511,1066,897	16.280000,16.290000,16.300000,16.310000,16.320000	284,833,593,347,333
2019-12-2410:01:27	16.27	166621643.46	102183	0	13	0.00	6017	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	38,961,2511,1066,897	16.280000,16.290000,16.300000,16.310000,16.320000	292,833,593,347,333
2019-12-2410:01:24	16.27	166621643.46	102183	0	13	0.00	6017	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	32,966,2511,1066,897	16.280000,16.290000,16.300000,16.310000,16.320000	292,833,593,347,333
2019-12-2410:01:21	16.27	166621643.46	102183	0	13	0.00	6017	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	32,950,2511,1066,897	16.280000,16.290000,16.300000,16.310000,16.320000	292,833,593,347,333
2019-12-2410:01:18	16.27	166342807.44	102012	0	13	0.00	6009	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	810,2511,1066,894,296	16.270000,16.280000,16.290000,16.300000,16.310000	171,292,833,593,347
2019-12-2410:01:15	16.27	166292258.22	101981	0	13	0.00	6000	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	825,2511,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	179,293,833,593,347
2019-12-2410:01:12	16.27	166292258.22	101981	0	13	0.00	6000	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	824,2511,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	179,293,833,593,347
2019-12-2410:01:09	16.27	166247620.39	101953	0	13	0.00	5996	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	593,2511,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	184,293,833,594,347
2019-12-2410:01:06	16.27	166232944.72	101944	0	13	0.00	5988	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	577,2511,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	96,293,833,594,347
2019-12-2410:01:03	16.27	166232944.72	101944	0	13	0.00	5988	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	575,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	96,293,833,594,347
2019-12-2410:01:00	16.26	166187287.08	101916	0	13	0.00	5986	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	569,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	87,293,833,594,347
2019-12-2410:00:57	16.26	166146521.33	101891	0	13	0.00	5984	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	515,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	91,293,833,566,347
2019-12-2410:00:54	16.26	166061728.57	101839	0	13	0.00	5976	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	559,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	96,293,833,566,347
2019-12-2410:00:51	16.26	165869314.23	101721	0	13	0.00	5967	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	567,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	196,293,833,566,347
2019-12-2410:00:48	16.26	165861161.08	101716	0	13	0.00	5966	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	552,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	196,293,833,566,347
2019-12-2410:00:45	16.26	165861161.08	101716	0	13	0.00	5966	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	550,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	179,310,833,566,347
2019-12-2410:00:42	16.26	165857899.82	101714	0	13	0.00	5965	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	508,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	147,312,833,566,347
2019-12-2410:00:39	16.26	165857899.82	101714	0	13	0.00	5965	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	507,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	53,312,833,566,347
2019-12-2410:00:36	16.26	165845871.84	101706	0	13	0.00	5962	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	554,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	48,312,833,566,347
2019-12-2410:00:33	16.27	165772493.04	101661	0	13	0.00	5960	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	574,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	73,312,833,566,347
2019-12-2410:00:30	16.27	165772493.04	101661	0	13	0.00	5960	16.23	16.39	16.23	0.00	16.24	0	0.00	16.260000,16.250000,16.240000,16.230000,16.220000	574,2551,1066,894,297	16.270000,16.280000,16.290000,16.300000,16.310000	70,311,833,566,347
2019-12-2410:00:27	16.27	165072330.15	101231	0	13	0.00	5923	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	413,541,2551,1066,904	16.280000,16.290000,16.300000,16.310000,16.320000	311,833,566,347,331
2019-12-2410:00:24	16.27	165052762.35	101219	0	13	0.00	5920	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	401,541,2551,1066,901	16.280000,16.290000,16.300000,16.310000,16.320000	297,820,566,347,331
2019-12-2410:00:21	16.27	165052762.35	101219	0	13	0.00	5920	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	401,551,2551,1067,894	16.280000,16.290000,16.300000,16.310000,16.320000	162,810,566,347,331
2019-12-2410:00:18	16.27	165018518.70	101198	0	13	0.00	5918	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	419,551,2551,1067,894	16.280000,16.290000,16.300000,16.310000,16.320000	165,810,566,347,331
2019-12-2410:00:15	16.28	164972860.50	101170	0	13	0.00	5905	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	444,501,2551,1067,894	16.280000,16.290000,16.300000,16.310000,16.320000	142,827,566,347,331
2019-12-2410:00:12	16.28	164959815.30	101162	0	13	0.00	5904	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	444,501,2541,1067,894	16.280000,16.290000,16.300000,16.310000,16.320000	130,827,566,347,331
2019-12-2410:00:09	16.27	164946770.10	101154	0	13	0.00	5901	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	415,490,2541,1067,894	16.280000,16.290000,16.300000,16.310000,16.320000	133,808,565,347,331
2019-12-2410:00:06	16.28	164923321.74	101139	0	13	0.00	5897	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	397,490,2541,1067,894	16.280000,16.290000,16.300000,16.310000,16.320000	140,708,565,347,331
2019-12-2410:00:03	16.28	164923321.74	101139	0	13	0.00	5897	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	395,490,2541,1067,897	16.280000,16.290000,16.300000,16.310000,16.320000	140,708,565,347,331
2019-12-2410:00:00	16.28	164898861.84	101124	0	13	0.00	5895	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	362,490,2541,1067,897	16.280000,16.290000,16.300000,16.310000,16.320000	152,708,565,347,331
2019-12-2409:59:57	16.29	164867879.30	101105	0	13	0.00	5889	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	18,363,565,2541,1067	16.290000,16.300000,16.310000,16.320000,16.330000	708,565,347,331,787
2019-12-2409:59:54	16.28	164835266.10	101085	0	13	0.00	5888	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	5,363,613,2541,1067	16.290000,16.300000,16.310000,16.320000,16.330000	728,562,347,331,787
2019-12-2409:59:51	16.28	164774931.68	101048	0	13	0.00	5885	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	373,613,2541,1067,897	16.280000,16.290000,16.300000,16.310000,16.320000	36,728,562,347,331
2019-12-2409:59:48	16.28	164750471.78	101033	0	13	0.00	5883	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	373,613,2540,1067,897	16.280000,16.290000,16.300000,16.310000,16.320000	51,728,562,385,331
2019-12-2409:59:45	16.28	164268803.79	100737	0	13	0.00	5869	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	292,373,563,2540,1087	16.290000,16.300000,16.310000,16.320000,16.330000	732,562,385,331,787
2019-12-2409:59:42	16.29	164263911.78	100734	0	13	0.00	5868	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	89,364,563,2540,1087	16.290000,16.300000,16.310000,16.320000,16.330000	732,562,385,331,787
2019-12-2409:59:39	16.28	164250866.42	100726	0	13	0.00	5867	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	89,364,563,2530,1087	16.290000,16.300000,16.310000,16.320000,16.330000	723,562,385,331,787
2019-12-2409:59:36	16.28	164216622.35	100705	0	13	0.00	5865	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	59,364,563,2530,1087	16.290000,16.300000,16.310000,16.320000,16.330000	723,562,385,322,787
2019-12-2409:59:33	16.28	164162810.24	100672	0	13	0.00	5863	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	89,364,563,2530,1087	16.290000,16.300000,16.310000,16.320000,16.330000	723,562,385,322,787
2019-12-2409:59:30	16.28	164084538.08	100624	0	13	0.00	5859	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	350,563,2530,1087,902	16.280000,16.290000,16.300000,16.310000,16.320000	24,740,542,385,322
2019-12-2409:59:27	16.28	163921471.08	100524	0	13	0.00	5856	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	350,543,2530,1087,902	16.280000,16.290000,16.300000,16.310000,16.320000	124,740,542,385,322
2019-12-2409:59:24	16.28	163880704.33	100499	0	13	0.00	5855	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	347,543,2530,1087,902	16.280000,16.290000,16.300000,16.310000,16.320000	149,740,549,385,322
2019-12-2409:59:21	16.27	163761665.42	100426	0	13	0.00	5848	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	347,543,2530,1087,902	16.280000,16.290000,16.300000,16.310000,16.320000	222,740,549,385,322
2019-12-2409:59:18	16.28	163703965.20	100390	0	13	0.00	5841	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	376,543,2530,1087,902	16.280000,16.290000,16.300000,16.310000,16.320000	199,736,549,385,322
2019-12-2409:59:15	16.28	163656675.48	100361	0	13	0.00	5837	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	354,493,2530,1087,902	16.280000,16.290000,16.300000,16.310000,16.320000	208,736,509,385,322
2019-12-2409:59:12	16.28	163641999.36	100352	0	13	0.00	5836	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	308,493,2535,1087,902	16.280000,16.290000,16.300000,16.310000,16.320000	57,736,489,390,322
2019-12-2409:59:09	16.28	163560465.36	100302	0	13	0.00	5835	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	296,483,2535,1087,902	16.280000,16.290000,16.300000,16.310000,16.320000	99,736,489,390,322
2019-12-2409:59:06	16.28	163434903.00	100225	0	13	0.00	5828	16.23	16.39	16.23	0.00	16.24	0	0.00	16.270000,16.260000,16.250000,16.240000,16.230000	296,463,2535,1087,902	16.280000,16.290000,16.300000,16.310000,16.320000	173,711,489,390,322
2019-12-2409:59:03	16.28	163315863.36	100152	0	13	0.00	5816	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	54,296,463,2535,1087	16.290000,16.300000,16.310000,16.320000,16.330000	723,489,390,312,784
2019-12-2409:59:00	16.28	163294664.52	100139	0	13	0.00	5810	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	62,296,463,2535,1087	16.290000,16.300000,16.310000,16.320000,16.330000	725,489,390,312,784
2019-12-2409:58:57	16.28	163294664.52	100139	0	13	0.00	5810	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	22,296,463,2535,1087	16.290000,16.300000,16.310000,16.320000,16.330000	725,534,390,312,777
2019-12-2409:58:54	16.28	163276727.04	100128	0	13	0.00	5804	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	31,296,463,2535,1087	16.290000,16.300000,16.310000,16.320000,16.330000	711,534,390,312,777
2019-12-2409:58:51	16.28	163100613.60	100020	0	13	0.00	5799	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	118,296,463,2535,1087	16.290000,16.300000,16.310000,16.320000,16.330000	731,534,390,312,777
2019-12-2409:58:48	16.28	163100613.60	100020	0	13	0.00	5799	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	118,94,463,2538,1087	16.290000,16.300000,16.310000,16.320000,16.330000	714,533,390,312,777
2019-12-2409:58:45	16.28	163069000.00	100000	0	13	0.00	5798	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	135,74,458,2538,1087	16.290000,16.300000,16.310000,16.320000,16.330000	714,533,390,312,777
2019-12-2409:58:42	16.28	163059215.86	99994	0	13	0.00	5796	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	141,74,458,2538,1087	16.290000,16.300000,16.310000,16.320000,16.330000	686,527,390,312,777
2019-12-2409:58:39	16.29	163054323.79	99991	0	13	0.00	5794	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	141,74,383,2531,1084	16.290000,16.300000,16.310000,16.320000,16.330000	686,547,390,312,777
2019-12-2409:58:36	16.29	163054323.79	99991	0	13	0.00	5794	16.23	16.39	16.23	0.00	16.24	0	0.00	16.280000,16.270000,16.260000,16.250000,16.240000	130,74,383,2531,1094	16.290000,16.300000,16.310000,16.320000,16.330000	686,547,437,312,777
